Episode,Score,MaxTile,Moves,Duration_Sec,N_Empty,N_Max,N_Snake,N_Merge,N_Corner,N_Neigh,P_Empty,P_Max,P_Snake,P_Merge,P_Corner,P_Neigh
182,7264,512,511,1.6953,2.78757,3.46093,2.56672,1.22278,1.1982,1.98256,1.08903,3.1415,2.68189,1.17317,0.77461,2.21709
183,13456,1024,805,2.58,2.79857,3.47237,2.57422,1.22639,1.19995,1.98762,1.095,3.17323,2.70722,1.18212,0.77694,2.23635
184,10848,1024,648,2.0902,2.81049,3.48542,2.58352,1.23009,1.20161,1.9953,1.10022,3.19599,2.72666,1.18799,0.7781,2.25069
185,7416,512,517,1.7357,2.82078,3.49764,2.59209,1.23282,1.20284,2.00188,1.10406,3.21003,2.73832,1.19178,0.77863,2.26094
186,5576,512,398,1.3166,2.83248,3.51095,2.60089,1.2358,1.20495,2.00784,1.10552,3.21876,2.74614,1.19489,0.77863,2.26699
187,15424,1024,902,2.92,2.84711,3.52874,2.61331,1.24109,1.20939,2.01612,1.11298,3.25548,2.77639,1.20422,0.78284,2.28946
188,7844,512,538,1.7329,2.85645,3.53964,2.62126,1.24447,1.2101,2.02198,1.1168,3.27366,2.79194,1.20821,0.78384,2.30364
189,7592,512,517,1.7943,2.87046,3.55838,2.63452,1.24905,1.21686,2.03172,1.11943,3.28304,2.79982,1.21093,0.7867,2.30893
190,7236,512,503,1.8288,2.88556,3.57922,2.64967,1.25239,1.2208,2.04375,1.11999,3.28678,2.80286,1.21172,0.78832,2.31115
191,7500,512,502,1.6724,2.89641,3.5925,2.65942,1.25537,1.22352,2.05084,1.12274,3.29835,2.81276,1.21471,0.79077,2.3187
192,7368,512,510,1.6456,2.90326,3.6001,2.66459,1.25778,1.22628,2.05511,1.12576,3.3147,2.82717,1.22023,0.79069,2.32978
193,24496,2048,1221,3.9509,2.92072,3.62596,2.68158,1.26411,1.23165,2.06368,1.13636,3.36827,2.87129,1.23267,0.79202,2.36305
194,12100,1024,717,2.4217,2.93635,3.64698,2.69592,1.26883,1.23936,2.0735,1.14044,3.38738,2.88683,1.23782,0.79396,2.37562
195,7084,512,482,1.6611,2.94566,3.65886,2.70436,1.27098,1.24434,2.08029,1.14364,3.39868,2.89637,1.24079,0.79546,2.38183
196,3304,256,278,0.9285,2.95564,3.66888,2.71119,1.27389,1.2485,2.08491,1.1443,3.40146,2.89887,1.24151,0.79546,2.38408
197,9744,1024,561,1.8162,2.96837,3.68273,2.7206,1.27653,1.24825,2.09257,1.14675,3.41489,2.91021,1.24569,0.79572,2.39462
198,14432,1024,835,2.6624,2.98082,3.69903,2.73186,1.28127,1.246,2.10152,1.15346,3.4476,2.93743,1.25326,0.79672,2.41591
199,7256,512,501,1.6573,2.99205,3.7121,2.74134,1.28319,1.2499,2.10762,1.15629,3.46115,2.94854,1.25675,0.79822,2.4262
200,7412,512,510,1.6858,3.00376,3.72742,2.75202,1.28726,1.24938,2.11587,1.15971,3.47365,2.95877,1.25985,0.79892,2.4343
201,12144,1024,723,2.4347,3.0175,3.74711,2.76586,1.29309,1.25671,2.12611,1.1648,3.49612,2.97673,1.2639,0.8011,2.44999
202,11500,1024,674,2.2484,3.03304,3.7681,2.78062,1.29835,1.26533,2.13584,1.1692,3.51456,2.99194,1.26884,0.80464,2.46032
203,6448,512,440,1.5325,3.04639,3.78488,2.7921,1.30274,1.27031,2.14375,1.17082,3.51949,2.99582,1.2699,0.80464,2.46369
204,12552,1024,739,2.6926,3.06291,3.81019,2.80975,1.30867,1.27463,2.15751,1.17388,3.53295,3.00645,1.27354,0.80491,2.47058
205,10440,1024,611,2.0432,3.07337,3.82465,2.81937,1.31181,1.28254,2.16426,1.17901,3.5509,3.02223,1.27907,0.80578,2.48283
206,6996,512,482,1.6261,3.08569,3.83965,2.82999,1.31578,1.28204,2.17343,1.18049,3.55725,3.02729,1.2811,0.80584,2.48707
207,3436,256,284,0.9681,3.09175,3.84553,2.83443,1.3174,1.28293,2.17651,1.18161,3.56105,3.03059,1.28168,0.80584,2.48955
208,7396,512,516,1.7304,3.10678,3.86648,2.8501,1.32195,1.28305,2.18823,1.1831,3.56887,3.03734,1.28357,0.80879,2.49379
209,7556,512,528,1.7632,3.11784,3.88084,2.86009,1.32601,1.28475,2.19605,1.18611,3.58209,3.0487,1.28624,0.80979,2.5036
210,7464,512,519,1.7788,3.13683,3.90509,2.87801,1.33086,1.29455,2.20959,1.18756,3.58989,3.05531,1.28825,0.81029,2.50854
211,3120,256,259,0.8779,3.1445,3.91485,2.88522,1.33246,1.29821,2.21514,1.1879,3.5911,3.0564,1.28853,0.81029,2.50955
212,7060,512,481,1.6304,3.15527,3.92582,2.89336,1.33625,1.30103,2.22168,1.19173,3.60513,3.06818,1.29266,0.81638,2.51748
213,11384,1024,655,2.3923,3.17356,3.95089,2.91026,1.34115,1.30884,2.23363,1.19468,3.61514,3.0761,1.29544,0.81788,2.52416
214,7068,512,483,1.8835,3.18621,3.9671,2.92125,1.34418,1.30878,2.24302,1.19656,3.62245,3.08239,1.29775,0.81938,2.5291
215,7224,512,501,1.6488,3.20036,3.98749,2.93555,1.34898,1.31112,2.25304,1.19821,3.63307,3.09166,1.3005,0.81938,2.53746
216,5432,512,378,1.2807,3.21515,4.00464,2.94739,1.35233,1.31499,2.26238,1.19864,3.63593,3.09397,1.30132,0.81938,2.53971
217,14452,1024,840,2.6515,3.23448,4.03409,2.9677,1.35798,1.31924,2.27875,1.20286,3.66461,3.11693,1.30743,0.81938,2.55544
218,10664,1024,625,2.132,3.25176,4.05641,2.98274,1.36136,1.32686,2.28968,1.20463,3.67337,3.12431,1.30898,0.82163,2.56037
219,12820,1024,785,2.5853,3.26607,4.07437,2.99527,1.36758,1.33679,2.29764,1.2102,3.70199,3.14762,1.31614,0.82349,2.5795
220,6884,512,469,1.5773,3.2775,4.08825,3.00459,1.37053,1.33715,2.30467,1.21259,3.71119,3.15537,1.31783,0.82349,2.58586
221,7320,512,516,1.7337,3.28808,4.10199,3.01488,1.37483,1.338,2.31284,1.21557,3.72685,3.16854,1.32118,0.82349,2.59814
222,14488,1024,854,2.8021,3.30025,4.11604,3.02458,1.37901,1.34191,2.31774,1.22413,3.76414,3.19829,1.3308,0.83332,2.61877
223,5956,512,425,1.3944,3.31369,4.13257,3.03612,1.3838,1.34752,2.32651,1.22609,3.77044,3.20342,1.33192,0.83332,2.62363
224,1684,128,172,0.531,3.31776,4.13503,3.03777,1.38482,1.34827,2.32776,1.22658,3.77282,3.20544,1.33274,0.83332,2.62558
225,16048,1024,940,3.3256,3.33551,4.1604,3.05529,1.39086,1.35325,2.34031,1.23397,3.80621,3.233,1.33985,0.83595,2.64774
226,3464,256,286,0.9533,3.34232,4.16769,3.06042,1.39229,1.35276,2.34429,1.23477,3.81238,3.23862,1.34138,0.83595,2.65369
227,6832,512,472,1.7594,3.35298,4.18099,3.06971,1.39617,1.35692,2.35108,1.23814,3.82473,3.24912,1.34438,0.83595,2.6621
228,7668,512,540,1.8309,3.36296,4.19204,3.07662,1.39975,1.35999,2.3556,1.24235,3.84259,3.26449,1.34892,0.83745,2.67545
229,11412,1024,662,2.246,3.38125,4.21742,3.09419,1.40349,1.36409,2.3686,1.24503,3.85483,3.27499,1.35219,0.83895,2.68339
230,7136,512,488,1.6569,3.392,4.23098,3.10444,1.40637,1.36723,2.37621,1.24771,3.86489,3.28364,1.35502,0.83895,2.69086
231,16300,1024,954,3.2188,3.4062,4.25118,3.11913,1.41182,1.36952,2.38615,1.25497,3.90325,3.31472,1.36544,0.8437,2.71734
232,12372,1024,737,2.4176,3.41553,4.2628,3.1268,1.41466,1.37267,2.3923,1.26155,3.93456,3.3407,1.37377,0.84961,2.73782
233,12508,1024,757,2.5976,3.43549,4.29127,3.1461,1.42084,1.37486,2.40616,1.26442,3.95141,3.3546,1.37768,0.85297,2.74753
234,5620,512,390,1.2823,3.44367,4.3024,3.15426,1.42454,1.37682,2.41216,1.26562,3.95839,3.36058,1.37985,0.85397,2.75223
235,7348,512,509,1.7198,3.45578,4.31885,3.166,1.428,1.38133,2.42053,1.2675,3.96712,3.36809,1.38169,0.85697,2.75756
236,3852,256,315,1.0592,3.46169,4.32529,3.17073,1.42964,1.38275,2.42395,1.26945,3.9745,3.37455,1.38416,0.85697,2.76427
237,11368,1024,658,2.4361,3.47309,4.34102,3.18123,1.43348,1.39205,2.43052,1.27472,3.99534,3.39084,1.3889,0.85797,2.77521
238,6980,512,473,1.5916,3.48724,4.35857,3.19399,1.43721,1.39356,2.4408,1.2764,4.00108,3.39549,1.39117,0.85962,2.77852
239,7416,512,517,1.6998,3.49752,4.37094,3.20193,1.44179,1.39454,2.44649,1.28033,4.01614,3.40789,1.39492,0.86112,2.78771
240,14204,1024,820,2.706,3.51038,4.39165,3.21648,1.44621,1.39509,2.45818,1.28532,4.04195,3.42931,1.40062,0.86342,2.80332
241,6520,512,442,1.5749,3.52453,4.41015,3.22977,1.44972,1.39632,2.4694,1.28665,4.04779,3.43413,1.40163,0.86342,2.80745
242,11412,1024,669,2.6258,3.54649,4.44013,3.24997,1.45635,1.40682,2.48252,1.2899,4.05872,3.44232,1.40404,0.8646,2.81375
243,11108,1024,656,2.1759,3.56405,4.46402,3.26593,1.46333,1.40948,2.49334,1.2945,4.0766,3.45614,1.40844,0.86686,2.82363
244,5608,512,391,1.2269,3.56928,4.46974,3.27008,1.46551,1.41452,2.49726,1.29768,4.08816,3.46566,1.41125,0.86686,2.83257
245,12180,1024,731,2.3076,3.58053,4.48102,3.27691,1.46841,1.41683,2.50209,1.3034,4.11528,3.48908,1.41731,0.87086,2.84976
246,14744,1024,860,2.6322,3.59136,4.49753,3.28805,1.47246,1.42387,2.50918,1.31095,4.15106,3.5193,1.42556,0.8747,2.87566
247,7164,512,492,1.6045,3.60839,4.5215,3.30523,1.47786,1.42444,2.52179,1.31239,4.15706,3.52443,1.42697,0.8752,2.88031
248,3508,256,292,0.9573,3.61773,4.53117,3.3119,1.48045,1.42476,2.52721,1.31306,4.16034,3.52747,1.42768,0.87597,2.88224
249,5328,512,364,1.1729,3.62605,4.54134,3.31867,1.4823,1.4261,2.53223,1.31487,4.16632,3.53272,1.42963,0.87827,2.88593
250,1804,128,179,0.5795,3.62936,4.54523,3.32178,1.48297,1.42625,2.5351,1.31513,4.16723,3.53366,1.4296,0.87827,2.8867
251,6404,512,441,1.4794,3.64125,4.56283,3.33442,1.48692,1.43078,2.54505,1.3164,4.17253,3.53777,1.43108,0.87977,2.88975
252,15996,1024,936,2.9548,3.65878,4.5852,3.34946,1.49233,1.43457,2.55637,1.325,4.20886,3.56785,1.44013,0.89219,2.90832
253,10684,1024,631,1.9974,3.66876,4.59943,3.36001,1.49669,1.43773,2.5646,1.32927,4.2267,3.58354,1.44411,0.89219,2.92103
254,5824,512,424,1.3977,3.68278,4.61571,3.37097,1.50117,1.44087,2.57177,1.33073,4.23274,3.5883,1.44541,0.89219,2.92489
255,5400,512,375,1.2604,3.69449,4.62904,3.38032,1.50435,1.44291,2.57812,1.33167,4.23623,3.59099,1.44642,0.89219,2.92663
256,7172,512,481,1.5372,3.70335,4.6407,3.38885,1.50673,1.4426,2.58435,1.33453,4.24978,3.60224,1.45018,0.89269,2.93756
257,12268,1024,737,2.3292,3.71484,4.65623,3.399,1.5114,1.44887,2.59313,1.34069,4.27495,3.6229,1.45607,0.8957,2.9549
258,7180,512,491,1.6049,3.72728,4.67239,3.41031,1.5156,1.4574,2.60167,1.34324,4.28367,3.63024,1.45883,0.90082,2.95968
259,7020,512,471,1.5798,3.74001,4.69,3.42307,1.52044,1.46047,2.61193,1.34472,4.28983,3.63524,1.46081,0.90473,2.96251
260,7484,512,522,1.6564,3.75263,4.70647,3.43437,1.52458,1.4644,2.61915,1.3469,4.29962,3.64372,1.46375,0.9072,2.96764
261,12256,1024,740,2.4866,3.77053,4.73363,3.45355,1.53004,1.47158,2.63335,1.35011,4.31221,3.65412,1.46641,0.9087,2.97574
262,3416,256,284,0.9196,3.77682,4.73954,3.45762,1.53153,1.47308,2.6366,1.35131,4.31674,3.65806,1.46798,0.9092,2.97877
263,7440,512,516,1.6525,3.78417,4.74833,3.46323,1.53396,1.47522,2.64035,1.35581,4.33416,3.67243,1.47331,0.9092,2.99107
264,6524,512,439,1.4121,3.79611,4.7644,3.47495,1.53783,1.48179,2.64818,1.35683,4.33845,3.67587,1.47444,0.91056,2.99404
265,14412,1024,843,2.6521,3.81203,4.79015,3.49332,1.54332,1.48567,2.66071,1.36197,4.36393,3.69683,1.48079,0.91256,3.00846
266,6464,512,443,1.4451,3.82206,4.80219,3.50159,1.54638,1.48421,2.66758,1.36478,4.3765,3.70734,1.48416,0.91357,3.0167
267,12956,1024,786,2.7088,3.83548,4.81935,3.51371,1.54976,1.48712,2.67589,1.3705,4.40066,3.72664,1.49066,0.91896,3.03069
268,14592,1024,855,2.8097,3.85692,4.85193,3.53741,1.55686,1.50033,2.69198,1.37444,4.42193,3.74388,1.49595,0.92174,3.04163
269,15416,1024,907,2.8855,3.87609,4.88134,3.55795,1.5633,1.50903,2.70482,1.37991,4.44987,3.76666,1.50241,0.92374,3.06163
270,7284,512,504,1.6578,3.89051,4.8998,3.57088,1.56683,1.51301,2.71412,1.38116,4.45609,3.77199,1.50344,0.92374,3.06626
271,7060,512,488,1.9512,3.90358,4.91493,3.58122,1.56924,1.51309,2.72128,1.38338,4.46654,3.78074,1.50674,0.92841,3.07091
272,12656,1024,759,2.7151,3.9147,4.92821,3.59012,1.57317,1.51859,2.7276,1.3889,4.49359,3.80291,1.51249,0.9366,3.08608
273,7352,512,510,1.9501,3.92859,4.94859,3.60504,1.57765,1.5226,2.73873,1.39055,4.50154,3.8094,1.51484,0.9366,3.09166
274,16332,1024,952,5.6966,3.94189,4.96787,3.61772,1.58429,1.52788,2.74889,1.39854,4.54344,3.84434,1.52569,0.93681,3.12044
275,5456,512,370,2.4517,3.95297,4.98153,3.62776,1.58725,1.5295,2.7568,1.39927,4.5476,3.84813,1.52669,0.93681,3.12372
276,7244,512,495,3.8922,3.96416,4.99545,3.63753,1.59035,1.5306,2.76429,1.4013,4.55684,3.85583,1.52916,0.93774,3.12936
277,12400,1024,744,5.4518,3.98464,5.02304,3.65633,1.59615,1.53918,2.77659,1.40519,4.57393,3.86882,1.53201,0.93827,3.14064
278,7408,512,515,3.7138,3.99485,5.03411,3.66376,1.59945,1.54412,2.78061,1.40855,4.58907,3.88175,1.53612,0.94027,3.15254
279,15960,1024,941,6.5015,4.00981,5.05439,3.67974,1.60519,1.55462,2.79157,1.41752,4.62608,3.91348,1.54509,0.94926,3.17319
280,7172,512,494,3.3343,4.01953,5.06809,3.68977,1.60812,1.55871,2.7986,1.41951,4.63439,3.9205,1.54743,0.94926,3.17911
281,6368,512,425,2.805,4.03002,5.08081,3.69912,1.61065,1.56537,2.80481,1.42151,4.64092,3.9258,1.54876,0.94976,3.18334
282,8624,512,583,3.7478,4.03892,5.08957,3.7048,1.61323,1.57067,2.80848,1.42587,4.66611,3.94763,1.55631,0.95289,3.20046
283,4968,256,389,2.5102,4.04899,5.10086,3.71289,1.61543,1.57462,2.8142,1.42707,4.67229,3.95306,1.55795,0.95389,3.20556
284,6820,512,469,3.117,4.05984,5.11276,3.7206,1.61966,1.57868,2.81894,1.43,4.68339,3.9623,1.56108,0.9557,3.21338
285,7076,512,486,3.2491,4.0696,5.12437,3.72892,1.62305,1.58048,2.82562,1.43307,4.69531,3.97259,1.56319,0.9562,3.22316
286,7568,512,530,3.4008,4.08308,5.1411,3.74068,1.62728,1.58247,2.83494,1.43602,4.70884,3.98444,1.56644,0.9562,3.23037
287,3352,256,278,1.8382,4.08951,5.14758,3.74511,1.62847,1.58273,2.83852,1.43822,4.71564,3.99032,1.5681,0.9606,3.23393
288,6712,512,463,2.9987,4.10341,5.1639,3.75666,1.63187,1.58391,2.84721,1.44011,4.72435,3.99781,1.5704,0.9606,3.24172
289,12292,1024,734,4.8214,4.1145,5.17915,3.76757,1.63423,1.58386,2.8559,1.44527,4.74837,4.01743,1.57635,0.96913,3.25555
290,7320,512,512,3.2887,4.12542,5.19267,3.7775,1.63768,1.59316,2.86147,1.44864,4.76339,4.03016,1.57949,0.97293,3.26465
291,7168,512,496,3.3771,4.1378,5.20823,3.78796,1.64099,1.59571,2.86984,1.45077,4.77166,4.03701,1.58143,0.97293,3.27073
292,12076,1024,712,3.7977,4.14974,5.22219,3.79782,1.64474,1.59958,2.87717,1.45604,4.79784,4.05817,1.58744,0.97397,3.28682
293,7860,512,553,2.733,4.16374,5.23897,3.80963,1.64848,1.60346,2.88561,1.45821,4.80763,4.06668,1.58971,0.97447,3.29268
294,6496,512,446,2.2715,4.17527,5.2543,3.82067,1.65153,1.61007,2.89325,1.46014,4.81465,4.0724,1.59125,0.97447,3.29747
295,7136,512,494,2.2421,4.18853,5.2688,3.83037,1.65402,1.61027,2.90056,1.46284,4.82696,4.08228,1.59355,0.97484,3.3043
296,3268,256,272,1.4561,4.19605,5.27703,3.83638,1.65626,1.61151,2.9054,1.46427,4.83102,4.0859,1.59461,0.97484,3.30814
297,3784,256,318,1.5076,4.20502,5.2873,3.84394,1.65879,1.61512,2.91089,1.46533,4.8367,4.09142,1.59599,0.97484,3.31344
298,5828,512,416,1.9375,4.21592,5.30024,3.85321,1.66135,1.62291,2.91655,1.46707,4.84306,4.09665,1.5973,0.97484,3.31836
299,12104,1024,712,3.4226,4.2374,5.33123,3.87493,1.66817,1.63397,2.93104,1.47018,4.85494,4.10654,1.60022,0.97534,3.32674
300,12184,1024,723,2.5777,4.25045,5.34942,3.88861,1.67236,1.63454,2.94074,1.47681,4.88306,4.12966,1.60749,0.97834,3.34314
301,15488,1024,923,2.8859,4.26011,5.3621,3.89731,1.67814,1.63422,2.94722,1.48508,4.92087,4.16074,1.61723,0.98055,3.36863
302,16020,1024,933,3.0575,4.27909,5.39073,3.91716,1.68552,1.64867,2.95842,1.49134,4.95233,4.18763,1.62604,0.98816,3.39008
303,3208,256,266,0.85,4.28581,5.399,3.9232,1.68711,1.6545,2.96262,1.49168,4.95394,4.18911,1.62638,0.98816,3.3912
304,12156,1024,730,2.3204,4.30404,5.42555,3.94156,1.69201,1.65903,2.97519,1.49512,4.96831,4.20079,1.62975,0.98987,3.40143
305,5492,512,389,1.2712,4.31616,5.44091,3.95284,1.69513,1.66588,2.98279,1.49594,4.97273,4.20461,1.63139,0.99237,3.40372
306,7216,512,503,1.625,4.33124,5.46325,3.96868,1.69914,1.67212,2.99346,1.49637,4.97974,4.2106,1.6335,0.99337,3.40756
307,8360,512,581,1.8175,4.34471,5.47786,3.97852,1.70187,1.67611,3.00033,1.50021,4.99895,4.22824,1.6388,0.99522,3.42232
308,7348,512,514,1.6561,4.36025,5.49959,3.9942,1.70659,1.68189,3.01138,1.50154,5.00544,4.23369,1.6405,0.99522,3.42708
309,7420,512,516,1.6509,4.37084,5.51323,4.00356,1.70983,1.68248,3.01898,1.50422,5.0166,4.24351,1.64339,0.99733,3.43471
310,7072,512,480,1.5612,4.38094,5.52715,4.01374,1.71318,1.68231,3.02684,1.50582,5.02589,4.25121,1.64665,0.99783,3.44123
311,6648,512,454,1.4315,4.39071,5.53872,4.02143,1.71557,1.68241,3.03322,1.50833,5.03659,4.26019,1.64884,0.99845,3.44749
312,7188,512,500,1.5711,4.40109,5.55052,4.02988,1.71866,1.68583,3.03879,1.51182,5.05227,4.27342,1.65245,0.99845,3.45965
313,7200,512,495,1.5845,4.41582,5.5706,4.04454,1.72425,1.69687,3.0499,1.51312,5.05945,4.27975,1.6547,0.99845,3.46533
314,12656,1024,755,2.3288,4.42929,5.5904,4.05808,1.72973,1.70247,3.05931,1.51846,5.08385,4.29926,1.66132,1.00403,3.47939
315,5048,512,362,1.1495,4.43844,5.60236,4.06641,1.73264,1.7056,3.0658,1.51948,5.0867,4.30153,1.66168,1.00553,3.48099
316,3488,256,292,0.9304,4.44548,5.60912,4.07094,1.73371,1.70509,3.06841,1.52052,5.09128,4.30556,1.66277,1.00553,3.48459
317,14496,1024,846,2.6645,4.46023,5.62939,4.08515,1.73941,1.70844,3.0787,1.5262,5.11781,4.32774,1.66948,1.00963,3.50296
318,12208,1024,728,2.3068,4.4731,5.64645,4.09631,1.74329,1.71444,3.08667,1.53183,5.14266,4.34741,1.67657,1.01363,3.51523
319,12208,1024,729,2.3221,4.48801,5.669,4.11176,1.74834,1.71741,3.09729,1.53649,5.16186,4.36291,1.68155,1.01654,3.52723
320,8072,512,562,1.6755,4.50034,5.68532,4.1245,1.75211,1.72309,3.10714,1.53895,5.17639,4.3755,1.68454,1.01654,3.53894
321,11772,1024,700,2.1881,4.51207,5.70014,4.13525,1.75678,1.72659,3.11425,1.54433,5.20061,4.39563,1.69169,1.02073,3.55337
322,7200,512,499,1.6244,4.52588,5.71904,4.15,1.76059,1.72712,3.12677,1.54639,5.20819,4.40217,1.69407,1.02123,3.5584
323,7068,512,482,1.5495,4.53776,5.73603,4.16208,1.76475,1.73241,3.13605,1.54794,5.21612,4.40864,1.69669,1.02123,3.56321
324,3192,256,262,0.8468,4.54419,5.74068,4.16507,1.76548,1.73288,3.13836,1.54935,5.22088,4.41271,1.69774,1.02123,3.56596
325,5808,512,418,1.3155,4.55381,5.7508,4.17204,1.76741,1.73712,3.14299,1.55161,5.23202,4.42162,1.70059,1.02318,3.5707
326,7100,512,487,1.5182,4.56387,5.76318,4.18112,1.77084,1.7396,3.14979,1.55441,5.24286,4.43091,1.70242,1.02315,3.57891
327,8792,512,594,1.95,4.5824,5.78952,4.20168,1.77641,1.74729,3.16429,1.55616,5.25015,4.4372,1.70453,1.02315,3.58399
328,7192,512,497,1.4985,4.59262,5.79982,4.2088,1.77872,1.74947,3.16997,1.55952,5.26627,4.45157,1.70841,1.02769,3.59571
329,12080,1024,719,2.2404,4.60577,5.81863,4.22251,1.7841,1.74879,3.1797,1.56431,5.28544,4.46759,1.71304,1.03587,3.60485
330,7748,512,536,1.6596,4.61692,5.83193,4.23148,1.78692,1.74884,3.18712,1.5669,5.29909,4.47997,1.71659,1.03628,3.61291
331,3404,256,287,0.9086,4.62402,5.83897,4.23614,1.78858,1.7499,3.19044,1.56825,5.30362,4.48387,1.71791,1.03628,3.61627
332,6396,512,432,1.3795,4.63186,5.84896,4.24331,1.79146,1.75279,3.19527,1.57109,5.31468,4.49313,1.72087,1.03828,3.62274
333,6936,512,476,1.4934,4.64513,5.86866,4.25764,1.79628,1.75419,3.20607,1.57251,5.32213,4.49916,1.72303,1.03828,3.62749
334,6712,512,462,1.4324,4.65472,5.88121,4.26668,1.79995,1.75476,3.2125,1.57579,5.33608,4.51097,1.72711,1.04078,3.63596
335,12108,1024,714,2.2836,4.67176,5.9067,4.28432,1.80558,1.76098,3.22556,1.57964,5.35071,4.52239,1.73084,1.04466,3.64372
336,6984,512,466,1.4819,4.68166,5.91772,4.29161,1.80712,1.76331,3.23054,1.5831,5.36563,4.535,1.73547,1.0485,3.65187
337,15640,1024,895,2.77,4.69603,5.94063,4.3087,1.81206,1.76493,3.24178,1.58825,5.39434,4.55826,1.74248,1.05086,3.66939
338,12188,1024,734,2.308,4.70944,5.96059,4.32224,1.818,1.77397,3.25073,1.59373,5.42081,4.57941,1.74966,1.05609,3.6835
339,14516,1024,844,2.6385,4.72657,5.98509,4.33892,1.82369,1.78231,3.26109,1.59989,5.44885,4.60233,1.75729,1.06185,3.70128
340,7160,512,491,1.6039,4.74358,6.00995,4.35662,1.8294,1.78924,3.27525,1.60037,5.45093,4.60403,1.75769,1.06185,3.70275
341,16192,1024,955,2.9705,4.76141,6.03411,4.37366,1.83467,1.79675,3.28714,1.60724,5.48638,4.63347,1.7667,1.0654,3.72468
342,12120,1024,718,2.2493,4.77569,6.05449,4.38747,1.83859,1.80055,3.29784,1.61246,5.50699,4.65042,1.77183,1.07004,3.73581
343,3496,256,289,0.9033,4.78085,6.05898,4.39066,1.83989,1.80161,3.30035,1.61422,5.51372,4.65603,1.77307,1.07101,3.74082
344,7516,512,523,1.6527,4.79019,6.07322,4.40111,1.84304,1.80641,3.3077,1.61689,5.5252,4.66593,1.77591,1.07194,3.7491
345,7256,512,501,1.5909,4.80254,6.08906,4.41233,1.84689,1.8157,3.31581,1.61835,5.53153,4.67117,1.77736,1.07194,3.75385
346,6852,512,462,1.5076,4.81711,6.10876,4.42692,1.85159,1.82363,3.32512,1.61995,5.53645,4.6751,1.77878,1.07194,3.75656
347,12840,1024,774,2.3354,4.83043,6.12496,4.43813,1.85519,1.835,3.33178,1.62462,5.56332,4.69709,1.78538,1.07387,3.77494
348,3772,256,313,0.978,4.83771,6.13106,4.44237,1.85697,1.8361,3.33531,1.6263,5.5705,4.70367,1.7871,1.0742,3.78157
349,7364,512,513,1.6235,4.85119,6.14927,4.45526,1.86232,1.84252,3.34488,1.62838,5.57948,4.71186,1.7895,1.0742,3.78762
350,7180,512,499,1.5657,4.86548,6.1687,4.46927,1.86781,1.84194,3.35579,1.6296,5.58684,4.71814,1.79115,1.07651,3.7923
351,11868,1024,703,2.2693,4.88595,6.19769,4.49018,1.87413,1.84288,3.37265,1.63271,5.60062,4.72922,1.79441,1.0778,3.80056
352,12392,1024,741,2.3557,4.89994,6.21774,4.50377,1.8795,1.84993,3.38067,1.63749,5.62119,4.74657,1.80021,1.07952,3.81388
353,8644,512,589,1.8205,4.91264,6.23418,4.51487,1.8833,1.85227,3.38824,1.6408,5.63543,4.75913,1.80307,1.08102,3.82195
354,7440,512,519,1.6293,4.92308,6.24738,4.52436,1.88695,1.8586,3.39494,1.64422,5.64916,4.77116,1.80646,1.08252,3.83171
355,11996,1024,718,2.1836,4.9349,6.2641,4.5352,1.89079,1.86051,3.40196,1.64854,5.67072,4.78932,1.8118,1.08514,3.84637
356,3620,256,308,0.9693,4.94334,6.27322,4.54203,1.89311,1.86155,3.40703,1.64975,5.67647,4.79465,1.8133,1.08514,3.85152
357,12124,1024,720,2.257,4.95454,6.29004,4.55307,1.897,1.86469,3.41368,1.65461,5.698,4.81142,1.81886,1.08953,3.86469
358,7396,512,517,1.5859,4.96915,6.30714,4.56541,1.90092,1.86899,3.42149,1.65631,5.70894,4.82092,1.82051,1.08953,3.8735
359,7456,512,519,1.6585,4.98191,6.3249,4.57824,1.90424,1.87228,3.4322,1.65817,5.71755,4.82854,1.82246,1.09045,3.87992
360,5784,512,410,1.2318,4.98925,6.33155,4.5831,1.90502,1.87307,3.43557,1.66068,5.73006,4.83942,1.8258,1.09001,3.88878
361,16112,1024,951,2.8695,5.00176,6.34759,4.59528,1.90931,1.88021,3.44308,1.66797,5.76811,4.87022,1.8351,1.09731,3.91143
362,6980,512,478,1.5279,5.01328,6.36407,4.60701,1.91308,1.87885,3.4512,1.66982,5.77602,4.87638,1.83727,1.09731,3.91701
363,11948,1024,708,2.2449,5.02809,6.38591,4.62197,1.91644,1.88575,3.4614,1.67306,5.7905,4.88833,1.84161,1.10093,3.92503
364,16840,1024,1004,3.0688,5.04424,6.40972,4.63867,1.92177,1.88555,3.47358,1.67979,5.82691,4.91925,1.84871,1.10873,3.94874
365,6416,512,433,1.4082,5.05817,6.42576,4.64977,1.9261,1.89033,3.48138,1.68154,5.83398,4.92522,1.84997,1.11073,3.95249
366,5724,512,403,1.1963,5.06235,6.4292,4.65219,1.92652,1.8925,3.48241,1.6849,5.85064,4.93957,1.8551,1.11073,3.96462
367,3240,256,277,0.8938,5.07123,6.43921,4.65964,1.92953,1.89532,3.48835,1.68526,5.85327,4.94183,1.85607,1.11073,3.9664
368,7020,512,472,1.4419,5.07706,6.44343,4.6623,1.93152,1.89566,3.49001,1.68918,5.87029,4.95551,1.86157,1.11296,3.97708
